width,depth,trial,magnetization,square_magnetization,seconds
4,0,1,-0.00146484375,-0.002197265625,-0.015386375999810298
4,1,1,-0.0166015625,-0.01953125,-0.02868951999988667
4,2,1,0.00537109375,-0.009521484375,0.23692939899990506
4,3,1,-0.04443359375,0.006103515625,0.3341917999997577
4,4,1,0.046875,0.03173828125,0.45200701999993953
4,5,1,-0.02490234375,-0.009033203125,0.6932008850000102
4,6,1,-0.01171875,0.013671875,0.9319099459999052
4,7,1,-0.0732421875,-0.00390625,1.0904837630000657
4,8,1,-0.05517578125,-0.001220703125,1.16083506699988
4,9,1,-0.0263671875,-0.01220703125,1.2339305470001705
4,10,1,-0.01806640625,0.010498046875,1.2242194899997685
4,11,1,-0.04345703125,0.019287109375,1.2262020799998368
4,12,1,0.0185546875,-0.005859375,1.168890382000086
4,13,1,0.005859375,0.00244140625,1.106058694000012
4,14,1,-0.0205078125,0.0,1.0356092949998583
4,15,1,0.01806640625,0.022216796875,0.9739321149997977
4,16,1,-0.04638671875,0.016845703125,0.8944787610000731
4,17,1,0.0029296875,0.00732421875,0.8325564069997995
4,18,1,0.0537109375,-0.0400390625,0.7630975649997822
4,19,1,-0.02099609375,0.011474609375,0.6925396449998402
4,20,1,0.04345703125,-0.025146484375,0.6269139939999491
6,0,1,-3.3306690738754696e-16,0.0008680555555550251,-0.30699670300145954
6,1,1,-0.03287760416666796,-0.03808593750000033,-0.7837910130007799
6,2,1,0.07226562500000022,-0.0019531249999999722,-1.799470090002842
6,3,1,-0.41178385416666663,-0.12727864583333334,-2.6621079269999086
6,4,1,-0.05371093749999992,0.012044270833333537,-3.359335669999723
6,5,1,0.07096354166666646,0.014756944444444642,-4.0293264440022085
6,6,1,-0.09928385416666653,0.02441406250000036,-4.939122027000508
6,7,1,0.0029296875000000625,-0.005967881944444586,-6.200048174002859
6,8,1,0.004557291666666775,-0.03732638888888953,-7.488374390002889
6,9,1,-0.09440104166666671,-0.016710069444444614,-8.55149343700026
6,10,1,0.016276041666666623,-0.042317708333333814,-9.599087212000711
6,11,1,0.06249999999999999,0.005208333333333537,-10.652658885001529
6,12,1,0.043945312500000014,-0.005316840277777651,-11.997775424999816
6,13,1,-0.10091145833333329,0.006944444444444392,-14.536562970000148
6,14,1,-0.16927083333333343,-0.03537326388888945,-17.534986105002815
6,15,1,0.023111979166666616,0.01464843750000025,-19.2012712130022
6,16,1,-0.01953124999999995,0.0030381944444444475,-20.90257436300334
6,17,1,-0.02246093749999999,-0.044379340277778484,-22.585303289000535
6,18,1,0.1259765625000001,-0.021375868055555802,-27.570912670000837
6,19,1,-0.013346354166666664,0.009223090277777957,-30.010726833001172
6,20,1,-0.09342447916666663,-0.02159288194444467,-32.19372878600035
8,0,1,0.00244140625,0.00439453125,-0.34427242599980445
8,1,1,-0.048828125,-0.05859375,-0.4692256949998068
8,2,1,0.187255859375,0.06842041015625,-0.7814671499999122
8,3,1,-0.035888671875,-0.04217529296875,-1.3316517169997724
8,4,1,0.048583984375,-0.00384521484375,-2.0726938189999373
8,5,1,0.03076171875,-0.0455322265625,-3.1522674109999684
8,6,1,0.060791015625,-0.02642822265625,-4.246002455999815
8,7,1,0.054931640625,-0.02581787109375,-5.0045321220000005
8,8,1,0.06640625,-0.0068359375,-5.055768249999744
8,9,1,0.010498046875,-0.00030517578125,-4.978959175000114
8,10,1,-0.066162109375,0.00531005859375,-5.593547044999809
8,11,1,-0.035888671875,-0.00286865234375,-8.644263425999839
8,12,1,0.033203125,0.0015869140625,-9.833176556999945
8,13,1,-0.03515625,-0.0177001953125,-10.92943069599977
8,14,1,0.08154296875,0.009521484375,-11.966232844999865
8,15,1,0.052490234375,0.00347900390625,-16.221046210999873
8,16,1,0.02685546875,0.0263671875,-17.995693160999963
8,17,1,-0.0458984375,0.0240478515625,-19.21714000699984
8,18,1,0.00537109375,-0.007568359375,-21.69185558900017
8,19,1,0.02392578125,0.0093994140625,-22.813556437999807
8,20,1,0.02099609375,0.031005859375,-24.597446612000056
9,0,1,0.0013020833333339255,0.0006751543209880806,-0.35318300599971053
9,1,1,0.07356770833333537,0.09153163580246981,-0.8553263050000055
9,2,1,0.12847222222221977,0.06375385802469172,-1.2514165369999546
9,3,1,0.2161458333333332,0.006462191358024935,-4.587745454000014
9,4,1,0.04861111111111129,0.0063657407407408245,-6.199872155999799
9,5,1,-0.0065104166666666505,0.0003858024691358458,-7.638871077000033
9,6,1,-0.1223958333333332,0.011381172839506098,-12.451387716999761
9,7,1,0.06901041666666677,0.0038580246913578475,-14.774888578999935
9,8,1,0.08637152777777779,0.021894290123456894,-17.711220706999597
9,9,1,0.049913194444444406,0.007040895061728433,-19.726612296999747
9,10,1,0.10394965277777785,0.0009645061728392468,-21.477980415999866
9,11,1,0.057074652777777866,-0.005497685185185314,-23.14500867699968
9,12,1,0.020833333333333367,0.002411265432098561,-24.282690789999776
9,13,1,0.011284722222222245,0.020351080246913733,-25.90989069999989
9,14,1,0.0703125000000001,0.008873456790123649,-28.91738744799966
9,15,1,0.02864583333333348,-0.0001929012345677772,-31.43005695099987
9,16,1,0.05881076388888904,0.0026041666666666713,-33.885219641999925
9,17,1,0.05034722222222221,-0.003665123456790223,-36.33440391399995
9,18,1,-0.036675347222222335,-0.0010609567901234407,-38.967452460999766
9,19,1,-0.010633680555555552,-0.023533950617284097,-41.12560641099992
9,20,1,-0.023003472222222265,0.007523148148148473,-43.48359406399982
12,0,1,0.003417968750000111,0.005018446180555469,-0.15762199699980783
12,1,1,-0.13720703125000222,-0.15671115451389145,-0.18780453399983799
12,2,1,0.07763671874999986,0.06556532118055612,-3.897644412999796
12,3,1,-0.056315104166666755,0.03076171875,-8.18121780299981
12,4,1,0.08577473958333331,0.025309244791666324,-14.99887919799994
12,5,1,0.04052734375000001,0.00887044270833319,-18.654894932999753
12,6,1,0.02506510416666674,0.017523871527777637,-21.433552467999675
12,7,1,0.02945963541666663,-0.006374782986110994,-22.78816270699963
12,8,1,0.042317708333333315,-0.0010850694444443504,-25.420293004999735
12,9,1,-0.03873697916666667,-0.010687934027777554,-33.10119467899972
12,10,1,-0.062174479166666734,0.01117621527777772,-41.80739203799965
12,11,1,-0.014648437500000062,0.004177517361111008,-49.278466458999674
12,12,1,-0.020345052083333346,-0.002360026041666699,-59.119521462999614
12,13,1,0.04410807291666664,0.0020345052083332454,-64.89732968599992
12,14,1,0.026529947916666657,-0.0021430121527777207,-72.87965500699988
12,15,1,-0.008951822916666675,-0.0007324218750000278,-82.20256920999998
12,16,1,-0.056477864583333356,-0.0001898871527776652,-91.23243393499968
12,17,1,-0.02343749999999999,0.004665798611110994,-100.70728295399977
12,18,1,0.01757812500000002,-0.0010308159722222515,-108.63710376399979
12,19,1,0.010091145833333343,-0.005154079861110883,-118.51385101699998
12,20,1,0.028808593749999993,-0.006212022569444198,-127.35277151099967
16,0,1,-0.000244140625,-0.0015869140625,-0.5153728360001537
16,1,1,0.0001220703125,-0.0010223388671875,-1.3566204429998834
16,2,1,0.0526123046875,0.0303497314453125,-13.719955141000298
16,3,1,-0.12451171875,-0.0296630859375,-78.04745968600008
16,4,1,-0.11083984375,-0.011138916015625,-97.51049572200014
16,5,1,0.047607421875,0.02374267578125,-116.05151519600025
16,6,1,0.0439453125,0.001068115234375,-134.67516762500003
16,7,1,0.015869140625,0.004241943359375,-150.79325656099996
16,8,1,0.0172119140625,0.0026092529296875,-149.55485337599993
16,9,1,0.053466796875,0.0018310546875,-94.23772847700008
16,10,1,-0.0087890625,0.00665283203125,-17.572629097000174
16,11,1,0.0164794921875,0.0017852783203125,138.68403502799964
16,12,1,-0.0255126953125,-0.0081329345703125,487.0463252400002
16,13,1,-0.0272216796875,-0.0002899169921875,849.4359839819999
16,14,1,-0.0281982421875,0.0009613037109375,1217.4571095319995
16,15,1,-0.0118408203125,-1.52587890625e-05,1581.2915870069999
16,16,1,-0.029052734375,-0.0008544921875,1965.049993663
16,17,1,-0.005126953125,-0.00494384765625,2341.4218240479995
16,18,1,-0.0076904296875,0.0006866455078125,2722.184247662
16,19,1,0.0255126953125,-7.62939453125e-05,3087.7572292600007
16,20,1,0.009033203125,-0.00592041015625,3451.979684768
25,0,1,0.005624999999999436,0.008787500000000392,-1.8728715049996936
25,1,1,-0.1507812499999993,-0.17601250000000196,-5.794726671999683
25,2,1,-0.03640624999999989,-0.01727499999999975,11.715423169000246
25,3,1,-0.037812500000000034,0.0025375000000001577,45.62561843300034
25,4,1,-0.03023437499999994,-0.004225000000000194,245.41156507699998
25,5,1,0.006015625000000004,0.0015500000000001138,758.6085389190005
25,6,1,-0.02031249999999998,-0.0028250000000001677,1264.795238584
25,7,1,-0.025937500000000013,0.0010499999999999676,1792.293544256
25,8,1,-0.03992187499999992,-0.0024250000000002048,2328.79074352
25,9,1,-0.0046875,0.004575000000000093,2825.2867195730005
25,10,1,-0.009375,-0.000937500000000098,3242.3311526859998
25,11,1,0.007265625000000002,-0.000587499999999963,3647.6015065850006
25,12,1,-0.028749999999999977,0.0022499999999999742,4118.265848516001
25,13,1,0.00609375,2.4999999999927858e-05,4735.4938850730005
25,14,1,-0.008515625000000006,0.0024000000000000063,5337.994083065
25,15,1,-0.0008593750000000007,0.0027875000000002967,5772.1112926529995
25,16,1,-0.008984375000000013,-0.00032500000000000584,6203.085133002
25,17,1,-0.005312500000000023,-0.0003625000000000017,6406.043186476
25,18,1,0.009453125000000001,-0.004112500000000262,6612.390040390001
25,19,1,0.008671874999999994,0.002150000000000034,6838.991854129001
25,20,1,0.017968749999999985,0.003962500000000153,7069.060351561
35,0,1,-0.0061941964285727735,-0.008985969387754977,-1.8829758470001252
35,1,1,-0.06969866071428432,-0.08094387755102062,-4.9829853009998715
35,2,1,-0.11830357142857081,-0.0529910714285723,-11.34268792600028
35,3,1,-0.07606026785714314,-0.004897959183673372,3.2290727960000822
35,4,1,0.09899553571428599,0.006741071428571336,11.782992683999964
35,5,1,0.02712053571428596,-0.004655612244897835,13.63883374299985
35,6,1,-0.026339285714285725,0.0026658163265305436,32.14922180899998
35,7,1,0.03253348214285712,0.0010076530612245262,53.463468707000175
35,8,1,-0.01696428571428571,0.0026594387755101874,70.34477463200017
35,9,1,-0.002008928571428545,0.0024234693877550582,88.08602691400017
35,10,1,-0.07059151785714307,-0.008724489795918462,106.56347287999984
35,11,1,-0.037946428571428534,0.0004910714285714449,52.24235120999981
35,12,1,-0.05736607142857176,0.005522959183673317,23.346062103000122
35,13,1,-0.06428571428571431,0.003724489795918315,0.6681486190000214
35,14,1,0.028459821428571383,-0.00038903061224487834,-36.84955716600007
35,15,1,0.06579241071428596,-0.002219387755102036,-45.21282399399979
35,16,1,-0.010714285714285721,0.0009821428571428759,-53.638683024999864
35,17,1,-0.10485491071428588,-0.005695153061224607,-66.20679745700022
35,18,1,-0.07483258928571458,-0.00727040816326531,-179.82671577099995
35,19,1,-0.048493303571428906,-0.0010586734693877262,-349.857632254
35,20,1,0.001785714285714276,-0.001760204081632695,-564.810728019
45,0,1,-0.002387152777777457,-0.003815586419753214,-1.8467638490001264
45,1,1,0.0853298611111104,0.101219135802471,-5.685549779000212
45,2,1,0.14908854166666632,0.06527777777777831,31.45469951200016
45,3,1,0.1002604166666664,0.025250771604938767,49.94484960299985
45,4,1,0.01349826388888889,0.0005246913580247772,119.2473389050001
45,5,1,-0.04787326388888856,-0.014768518518518882,393.944104603
45,6,1,-0.06901041666666688,-0.012291666666666617,670.512294233
45,7,1,-0.002300347222222221,-0.0012152777777777492,1061.0396171389998
45,8,1,-0.008984375000000197,0.0026736111111110746,1458.358915272
45,9,1,-0.013541666666666882,0.005235339506172842,1856.9007684849998
45,10,1,-0.02560763888888931,-0.0029552469135801993,2266.6753768480003
45,11,1,-0.034201388888889135,-0.0008796296296296434,2731.041051062
45,12,1,-0.018055555555555616,0.0031558641975308124,3165.43201698
45,13,1,-0.0722656250000004,0.0037885802469135206,3593.784174157001
45,14,1,-0.0831597222222224,-0.0009490740740741646,3977.725017702001
45,15,1,-0.06458333333333338,-0.0009143518518518363,4355.703122896
45,16,1,0.0003038194444444399,0.0015547839506172521,4745.689093362
45,17,1,-0.034244791666666635,0.00011959876543208778,5178.018543733001
45,18,1,-0.07873263888888934,-0.007789351851851773,4923.620193908002
45,19,1,0.010026041666666633,0.0012384259259259067,4921.650659451
45,20,1,0.039756944444444386,0.0008024691358024562,4925.07712463
60,0,1,-0.05013020833333581,-0.08949435763889269,-0.015769365000096514
60,1,1,-0.017675781249999467,-0.021203342013888682,-4.843253349999941
60,2,1,0.05371093750000078,0.02539279513888902,-285.8988281730001
60,3,1,0.07210286458333365,0.009135199652777804,-2459.767411431
60,4,1,0.019433593750000023,-0.0022384982638888884,-3915.787015839
60,5,1,0.009374999999999996,-0.0008832465277777979,-5928.10148796
60,6,1,-0.053548177083333585,0.009434678819444547,-7650.770017964
60,7,1,-0.024316406250000026,0.002325303819444449,-9574.387243575002
60,8,1,-0.01897786458333332,-0.0029242621527778394,-11699.848104803
60,9,1,0.0029622395833333397,-0.0018261718750000148,-13421.651738960001
60,10,1,0.018294270833333317,-0.0008875868055555677,-15128.122238261001
60,11,1,0.0013346354166666533,-0.0025206163194445054,-16855.385622331003
60,12,1,0.0887044270833334,-0.0011490885416666902,-18625.542405344
60,13,1,0.06588541666666693,0.005108506944444514,-20502.321054770004
60,14,1,0.04371744791666672,0.0008908420138889102,-22560.707034488
60,15,1,0.031087239583333363,0.00022243923611114935,-24735.834248256
60,16,1,0.022167968750000062,0.0002701822916666777,-26837.844796272
60,17,1,0.029687499999999967,0.0020659722222222884,-28937.030797043
60,18,1,0.0804687500000001,0.0012478298611111223,-31085.601399636
60,19,1,0.05397135416666668,-0.001918402777777821,-33217.833404575
60,20,1,0.0413736979166667,0.0016243489583333444,-35289.048079484
75,0,1,-0.009088541666668282,-0.017162499999999414,-2.113772164999773
75,1,1,-0.010703125000001035,-0.013401388888888977,-8.545077197999944
75,2,1,-5.2083333333785564e-05,-0.004169444444444115,-15.233135881999942
75,3,1,-0.026562499999999906,-0.008833333333333287,-19.03296677000003
75,4,1,0.02731770833333342,0.0009041666666666451,-25.935209730999986
75,5,1,0.048802083333333315,0.002290277777777792,-35.626427753000144
75,6,1,0.000651041666666673,-0.002583333333333368,-47.42689936800002
75,7,1,-0.04372395833333329,0.001718055555555556,-55.15113076199964
75,8,1,-0.04299479166666663,-4.3055555555560066e-05,-62.16723199199964
75,9,1,-0.05606770833333331,-0.00218749999999999,-68.39120886400019
75,10,1,-0.049505208333333287,-0.002688888888888916,-76.48122308300003
75,11,1,-0.054348958333333336,-0.002424999999999976,-82.8992236380002
75,12,1,-0.012812499999999994,-0.001122222222222231,-91.20628226299982
75,13,1,-0.030208333333333302,-0.0028347222222222437,-98.86400030300024
75,14,1,0.04049479166666677,0.0005847222222222156,-104.95835667100005
75,15,1,-0.01684895833333334,-0.0038416666666666634,-111.1936543029999
75,16,1,-0.05007812500000008,0.00040277777777779356,-119.53181348200019
75,17,1,-0.047083333333333324,0.0016500000000000004,-127.76934895399995
75,18,1,-0.011536458333333329,-0.003477777777777795,-134.6960811749998
75,19,1,0.05500000000000008,0.0014111111111111269,-141.92755717499972
75,20,1,0.04541666666666663,0.0004583333333333193,-150.5260662430003
125,0,1,0.0014999999999991687,0.002705999999999653,-0.8778400499995769
125,1,1,0.029249999999999998,0.038779999999999426,-9.961236462000215
125,2,1,0.04878125000000036,0.02385200000000015,-23.84214471999985
125,3,1,0.07299999999999994,0.014173999999999787,-34.29234028699966
125,4,1,0.0913125000000001,0.024409499999999782,-45.120368456999586
125,5,1,0.08443750000000014,0.031005499999999905,-56.226195848999396
125,6,1,0.0060312499999999325,0.0015434999999999685,-66.1773437819993
125,7,1,-0.04684375000000013,-0.005341500000000081,-73.89602639699979
125,8,1,0.004796875000000034,-0.0002735000000000029,-86.59334421699987
125,9,1,0.01473437499999993,-0.00021350000000000535,-99.63408798599949
125,10,1,0.01973437500000001,0.0005704999999999938,-112.92235343499988
125,11,1,0.016328124999999957,-0.0004850000000000236,-117.95975272900023
125,12,1,0.02164062499999998,0.0013580000000000146,-110.28948041700005
125,13,1,0.01934374999999996,0.000353,-114.055751504
125,14,1,0.044734374999999896,0.0013440000000000101,-123.43726656300032
125,15,1,0.02139062499999996,-0.00016100000000000055,-132.32057749299975
125,16,1,-0.007874999999999978,-0.000401000000000009,-139.60704475099965
125,17,1,-0.01667187499999992,-0.0010165000000000191,-150.1215211509998
125,18,1,-0.02682812499999996,-0.0015065000000000295,-159.07659782099972
125,19,1,-0.015546874999999958,-1.750000000002444e-05,-172.9951301850001
125,20,1,-0.01531250000000001,-6.299999999999535e-05,-184.94957172799968
160,0,1,-0.05145263671875222,-0.09482315063476565,12.055579218001185
160,1,1,-0.01843261718749889,-0.023717041015624885,11.506994677000876
160,2,1,0.1282470703124996,0.06478973388671891,-1836.4360125939993
160,3,1,0.16951904296875026,0.026302642822265673,-4052.0306273259994
160,4,1,0.06826171874999991,0.00962738037109381,-7048.410910179
160,5,1,-0.04600830078125004,-0.005608978271484376,-9684.394814962001
160,6,1,-0.07089843750000002,-0.0038000488281249916,-12321.168737606
160,7,1,-0.06368408203125013,-0.004377593994140619,-15534.73632369
160,8,1,-0.03887939453125,-0.0024363708496093787,-19178.769216369
160,9,1,0.014208984374999983,0.00016967773437500354,-22904.193114405
160,10,1,0.02615966796874998,-0.0004634094238281216,-26647.645215230998
160,11,1,-0.008007812500000017,-0.000501098632812504,-30243.449690684
160,12,1,-0.0011352539062500291,-0.0005393981933593797,-31161.610527098
160,13,1,0.03247070312500004,0.0012026977539062464,-31923.789369672006
160,14,1,0.01778564453124999,-0.00043594360351564485,-32652.986874328995
160,15,1,0.02297363281250001,1.8310546874991153e-05,-33410.329629886
160,16,1,-0.010864257812500003,-0.0003771972656250013,-34167.82817693701
160,17,1,-0.02349853515625001,-0.001094512939453133,-34942.205998143
160,18,1,0.0040283203124999965,9.063720703124736e-05,-35666.016594029
160,19,1,0.012426757812499991,0.0002215576171875058,-36402.428133645
160,20,1,0.021972656250000014,-8.209228515625687e-05,-37144.096565169006
175,0,1,0.00010044642857165442,0.00026479591836714444,-2.5717117209997014
175,1,1,0.009665178571428013,0.012453826530612389,-26.394296551999105
175,2,1,0.013582589285714042,0.0056721938775509614,-52.17214869599957
175,3,1,0.0009933035714285443,-0.00039209183673471343,-81.41167933999895
175,4,1,-0.023359375000000265,-0.010961989795918337,-111.2275535409999
175,5,1,-0.09174107142857177,-0.050038775510204414,-140.2655941319981
175,6,1,-0.11156249999999977,-0.03443316326530612,-168.22741588299868
175,7,1,-0.07602678571428567,-0.0073038265306123356,-194.21333691199925
175,8,1,-0.03304687500000006,-0.0038265306122449213,-212.26658632399995
175,9,1,-0.013671875000000056,-0.0011066326530611952,-226.41946045699933
175,10,1,0.035357142857143,0.0014369897959183595,-239.89494790499793
175,11,1,0.07597098214285722,0.004383163265306125,-254.76055451400043
175,12,1,0.06485491071428574,0.0009400510204081317,-268.42393626399917
175,13,1,-0.036261160714285694,-0.0003150510204081563,-278.15101679099826
175,14,1,-0.04107142857142858,-0.0016645408163265029,-286.17127242899915
175,15,1,-0.029553571428571488,-0.0017448979591836548,-304.3195683239992
175,16,1,0.01095982142857142,0.000982908163265293,-316.1377201819996
175,17,1,-0.016249999999999987,-0.00012627551020408245,-324.54004492700005
175,18,1,-0.008616071428571395,0.0004502551020408073,-334.9780814479991
175,19,1,-0.021194196428571427,0.00027627551020407634,-346.1313333629987
175,20,1,-0.0533147321428572,-0.002821428571428557,-360.5740818899985
250,0,1,0.0007656249999996589,0.0014153749999999965,-4.305410291995031
250,1,1,-0.007234375000000792,-0.00944387499999988,-21.749794875996486
250,2,1,0.001890625000000118,0.0004218750000000923,-48.45316064499639
250,3,1,-0.018171874999999907,-0.0026872500000000247,-70.77590683599647
250,4,1,0.015039062499999853,0.002984687499999977,-98.76036207399557
250,5,1,-0.014796875000000181,-0.004261249999999904,-124.91377795099652
250,6,1,0.013117187499999808,0.0028666875000000376,-145.81977050199475
250,7,1,0.0161171874999999,0.0013018124999999887,-179.65652280799804
250,8,1,-0.002117187500000002,-0.00016031250000000464,-209.83799062399885
250,9,1,0.004875000000000004,-2.0875000000002662e-05,-240.96423133299504
250,10,1,0.06085937499999979,0.0022066249999999803,-271.09645352700136
250,11,1,0.043171874999999874,0.0006232499999999893,-302.76802219999445
250,12,1,0.0390859374999999,0.0007024374999999956,-334.24136465800075
250,13,1,0.021859374999999882,0.0016708749999999753,-362.5312767989981
250,14,1,-0.021382812499999862,-0.0006599374999999887,-389.43706507099705
250,15,1,-0.025429687499999937,-0.00041806249999999786,-418.7390397079962
250,16,1,-0.010109374999999974,-0.000622374999999994,-454.80955586899654
250,17,1,0.0009453125000000013,-0.0006324374999999972,-480.37097549599457
250,18,1,0.025054687499999964,-0.0007806874999999936,-510.3430189049959
250,19,1,-0.005320312500000002,0.0002993124999999949,-539.9288397359996
250,20,1,-0.005617187500000002,0.00014318750000000312,-569.2943107579995
